,Job Title,Company Name,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Field of Study,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy
55,Design and Estimating engineer (Pre-Sales),MABANI STEEL LLC المباني للحديد,Civil Engineering,United Arab Emirates,False,2017.0,.,"A young and enthusiastic Civil&structural Engineering Graduate with certification in ASSOCIATE PROFFESIONAL ENGINEER (A.P.E) from ENGINEERING COUNCIL OF INDIA (ECI) . I finished my M.tech structural engineering in VIT university and currently working in  mabani steel UAE. My previous experience -KIRBY BUILDING SYSTEMS HYDERABAD (MIDDLE-EAST ASIA division) as structural engineer  and PROJECT OFFICER in IIT MADRAS under Dr. DEVADAS MENON. Acquired hands on experience in CSIR-SERC (structural engineering research centre) for 7 months as a project-internship student and in L&T ECC (B&f) as a internship student for one month. Seeking a opening as structural engineering ( offshore , onshore ) in a company where i can learn all the aspects of structural engineering and aid the company through my work.",Vellore Institute of Technology,pg,group3,Structural Engineering,Arts and Design,MABANI STEEL LLC المباني للحديد,Engineer,network,United Arab Emirates,AS,Civil Engineering
56,Graphic Designer,GooCampus Edu Solutions,Education Management,"Bengaluru, Karnataka, India",True,2021.0,Graphic Designer at GooCampus Edu Solutions,,Vellore Institute of Technology,pg,group1,Biotechnology,Arts and Design,GooCampus Edu Solutions,Designer,network,India,AS,Biotechnology
57,Engineer II - Power Supply Design,DISH Network,Design,"Boulder, Colorado, United States",False,2018.0,Engineer II - Power Supply Design at DISH Network,"Power Supply Design Engineer at Dish Networks with a strong interest in power electronics, control systems, analog and digital design.",University of Colorado Boulder,pg,group2,Power Electronics,Arts and Design,DISH Network,Engineer,network,United States,NA,"Electrical, Electronics and Communication Engineering"
58,Trekking club design team,Vellore Institute of Technology,Education Management,"Chennai, Tamil Nadu, India",False,2020.0,2nd Year Student at VIT Chennai | Design team (trekking club),"Hey there..This is Shreyansh Dokania currently pursuing BTech in Computer Science and Engineering at VIT University and trying to explore and learn more in the field of software engineering of my interest.

-> Interested in :
- App Development (Cross Platform Development)
- Full Stack Development

->Projects :
- Auto suggest using tries - Data Structures and Algorithms
- Playroll Management system - Database Managemenr System
- Railway Reservation system - Web Development 
- Spotify clone - Flutter for UI with dart
- Some basic cross platform applications like basic profile app, Chat app, Calculator app using  Google flutter for UI and dart.

",VIT University (Chennai Campus),ug,group1,Computer Science,Arts and Design,Vellore Institute of Technology,Product Designer,network,India,AS,Computer Science
59,Digital Forensics Engineer,Apple,Information Technology and Services,"Los Angeles, California, United States",False,2020.0,Digital Forensics Engineer at Apple,,University of Southern California,pg,group2,Cyber security,Arts and Design,Apple,Engineer,network,United States,NA,Computer Science
60,Product design aspirant,Self-employed,Consumer Goods,"Tamil Nadu, India",False,2019.0,Graphics Designer at Dwear,"Experienced Specialist with a demonstrated history of working in the electrical and electronic manufacturing industry. Skilled in  Adobe suite - Illustrator, Photoshop, Xd, Arduino, Unity3D, C, C#. Strong professional with a Bachelor of Technology (BTech) focused on Electronics & Communications Engineering from the Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group2,"Electrical, Electronics and Communications Engineering",Arts and Design,Self-employed,Product Designer,network,India,AS,"Electrical, Electronics and Communication Engineering"
61,Imaging Intern,PathPartner Technology,Industrial Automation,"Chennai, Tamil Nadu, India",False,2020.0,Student at Vellore Institute of Technology,"A passionate Engineering student, I consider myself an avid reader, googler, and coder who craves for knowledge. I'm currently exploring my particular interests in IoT (Home & Industrial Automation), Computer Vision, and Digital Electronics domain. My favorite hobby is designing innovative websites that would make our lives hassle-free.
A strong believer in the motto- ""Failures are the stepping stones to Success"".",Vellore Institute of Technology,ug,group1,Electronics and Computer Engineering,Arts and Design,PathPartner Technology,Intern,network,India,AS,Computer Science
62,Samsung Prism Project Intern,Samsung India,Information Technology and Services,"Tamil Nadu, India",False,2020.0,Samsung Prism Project Intern | MLSA 2020-21 at Microsoft | Full Stack (MERN) developer ,"Experienced Committee Member with a demonstrated history of working in the information technology and services industry. Skilled in Python, C++, Dart, JS,Web Design, and Adobe Photoshop. Strong operations professional with a Bachelor of Technology - BTech focused in Computer Science from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group1,Computer Science,Arts and Design,Samsung India,Intern,network,India,AS,Computer Science
63,Designer,VIT Dramatics Club,Information Technology and Services,"Gurugram, Haryana, India",True,2021.0,UI/UX Designer,,Vellore Institute of Technology,not_given,not-given,Computer Science and Engineering,Arts and Design,VIT Dramatics Club,Designer,network,India,AS,Computer Science
64,Digital Expert,McKinsey & Company,Information Technology and Services,"New York, New York, United States",False,2016.0,Digital Expert at McKinsey & Company,,Columbia University in the City of New York,pg,group3,Computer Engineering,Arts and Design,McKinsey & Company,Product Expert,network,United States,NA,Computer Science
65,Violinist,VIT Music Club,Information Technology and Services,"Tirupati, Andhra Pradesh, India",False,2018.0,"Incoming SWE at Société Générale || 
Grad 2021 || Violinist ",Passionate 3rd year CS programmer interested in learning new technologies and utilising them in solving real-world problems.Looking forward to connecting with great minds through this platform.,Vellore Institute of Technology,ug,group1,computer science specialization in information security ,Arts and Design,VIT Music Club,violinist,network,India,AS,Computer Science
66,India Rep,Snap Inc.,Information Technology and Services,"Tamil Nadu, India",False,2020.0,Computer Science and Engineering Student,"Hey! I'm a computer science undergrad who loves solving problems through design. I am a keen learner, I enjoy solving challenging problems and I love humanizing tech.

Portfolio - https://tinyurl.com/Nishant-Portfolio

Currently looking for User Experience design Internship opportunities.",Vellore Institute of Technology,ug,group1,Computer Science,Arts and Design,Snap Inc.,Product Representative,network,India,AS,Computer Science
67,MTech in VLSI Design,Vellore Institute of Technology,Primary/Secondary Education,"Vellore, Tamil Nadu, India",False,2020.0,MTech in VLSI Design at Vellore Institute of Technology | Ex-Senior Software Developer at KPIT Technologies,"Pursuing Masters in VLSI Design at Vellore Institute of Technology, Vellore. Senior Software Engineer with 2 years of experience working on CAN Protocol- J1939, 11898, SPI communication, Modbus protocol and skilled in  Embedded C, C (Programming Language). Responsible for designing, understanding the functional specification and developing the required functionality.
Strong engineering professional graduated from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group2,Electronics and Communication Engineering,Arts and Design,Vellore Institute of Technology,Product Designer,network,India,AS,"Electrical, Electronics and Communication Engineering"
68,Campus Hero,GirlScript Foundation,Consumer Services,"Vellore, Tamil Nadu, India",False,2020.0,Front end Developer || Campus Hero at GirlScript Vellore ,"I am an individual with a keen eye for details, seeking knowledge from like minded peers. ",Vellore Institute of Technology,ug,group1,Information Technology,Arts and Design,GirlScript Foundation,Product ambassador,network,India,AS,Computer Science
69,Software Engineer,Brillio,Information Technology and Services,"Bengaluru, Karnataka, India",False,2020.0,"Software Engineer - PPE @Brillio 
Java 8 | Angular | UX design | UI developer | Springboot | JavaScript | Microservies","Hands on exposure with front end
development. Working knowledge in CMS and frameworks. Passionate about implementing
scalable solutions. Efficient problem solver who believes in teamwork and delivering projects on
time. Logical and results-driven Web Developer dedicated to building and optimizing
user-focused products for customers. Judicious and creative when crafting effective websites,
apps and platforms to propel competitive advantage and revenue growth. Technically proficient
and analytical problem solver with excellent communication skills along with calm and focused
demeanour.

SKILLSETS:

Scripting languages          : JavaScript, Typescript
Programming languages : Java8, Core Java
library                                    : React
Frameworks           : Node JS,Angular JS, Springboot
Design                     : Adobexd
Tools                        : IntelliJ,VS
VCS                          :  Git




",Vellore Institute of Technology,ug,group2,software engineering,Arts and Design,Brillio,Engineer,network,India,AS,Computer Science
70,Mac and Jamf admin,Wipro Limited,Information Technology and Services,"Tamil Nadu, India",False,2020.0,Mac and Jamf admin at Wipro Limited,,Vellore Institute of Technology,ug,group2,,Arts and Design,Wipro Limited,Team Leader,network,India,AS,not_given
