,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
44,Consumer Goods,Greater Paris Metropolitan Region,False,2019.0,Program Leader | Digital Customer Experience,"A highly motivated and ambitious individual, possessing excellent management skills and having the ability to work with the minimum of supervision whilst leading a team. Having a proven ability to lead by example, consistently hit targets, improve best practices and organise time efficiently.

Core areas of expertise include:

•	Software Development Life Cycle (SDLC)
•	IT Efficiency & Productivity
•	Strategic Planning
•	Project Management	
•	Enterprise Collaboration Solution
•	Web Application Development
•	Technology Integration
•	Business Process Improvement
•	Collaborative Problem Solving",INSEAD,not_given,group2,Arts and Design,Schneider Electric,Team Leader,network,France,EU,leadingyourselfandothersstrategyinturbulenttimes,0.39451176,-0.032708686,-0.06560949,-0.614709,-0.08736887,0.52895916,-0.5348988,0.19595388,0.14543773,-0.28544277,-0.34562543,-0.3480465,-0.20890951,-0.28089148
45,Management Consulting,"Bangalore Urban, Karnataka, India",False,2019.0,Digital Specialist at McKinsey & Company,"Full Stack Polyglot Developer with McKinsey Digital Labs, Bengaluru. Specializes in developing both Mobile and Web based solutions using latest technology stack.",Vellore Institute of Technology,ug,group3,Arts and Design,McKinsey & Company,Specialist,network,India,AS,Computer Science,-0.62723196,0.41186544,0.22216022,-0.35074955,0.75134337,-0.12845042,-0.799207,0.19595388,-0.03595442,-0.39748526,-0.34562543,-0.15667738,-0.22795308,-0.5947676
46,Entertainment,"Tamil Nadu, India",False,2017.0,Former Risk and Financial Advisory Intern at Deloitte India (Offices of the US),I am a hardworking person who strives to do his job with utmost perfection.,Vellore Institute of Technology,ug,group2,Arts and Design,The Hungry Pizzerian,Photographer,network,India,AS,Computer Science,0.0006082116,0.56172913,-0.59861916,-0.025187826,0.75134337,-0.12845042,-0.5348988,0.19595388,0.36453518,0.75267863,-0.34562543,-0.15667738,-0.22795308,-0.5947676
47,Information Technology and Services,"Bhawan, Himachal Pradesh, India",False,2020.0,"Upcoming 2021 SWE Intern @JPMorgan|| PRISM Developer @Samsung||
Microsoft Learn Student Ambassador|| ","I describe myself as an enthusiastic individual with a never-ending quench for learning. I am intrigued by technology and enjoy working with new teams and always look for opportunities to expand my knowledge.
I am currently pursuing my bachelor's degree in electronics and computer engineering at the Vellore Institute of Technology Chennai.",Vellore Institute of Technology,ug,group1,Arts and Design,Microsoft Innovations Club VIT,Manager,network,India,AS,Computer Science,-0.24523748,-0.31323168,-0.3238533,0.07286754,0.75134337,-0.12845042,-0.5150479,0.19595388,0.24141303,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
48,Information Technology and Services,"Dehradun, Uttarakhand, India",False,2020.0,Event Manager and content writer at PALS VIT Chennai,"Hardworking college student bringing forth a motivated attitude and a variety of skills. Good time management skills combined with a knowledge of C/C++ and app development and design. Strong organizational abilities with proven success in managing academic projects and volunteering events. Well rounded and professional team player dedicated to continuing academic pursuits at the collegiate level.
Link to-->
Github: https://github.com/aj-spec
Codeforces: https://codeforces.com/profile/ayushij1604
Hackerearth: https://www.hackerearth.com/@ayushij1604",Vellore Institute of Technology,ug,group1,Arts and Design,"English Literary Association, VIT Chennai",Designer,network,India,AS,Computer Science,-0.24523748,-0.4322346,0.21046792,-0.2736127,0.75134337,-0.12845042,-0.5150479,0.19595388,-0.57104146,0.14288117,-0.34562543,-0.15667738,-0.22795308,-0.5947676
49,Electrical/Electronic Manufacturing,"Ahmedabad, Gujarat, India",True,2021.0,Digital Product Intern @ Axis Bank,"An energetic undergraduate pursuing Bachelor's in Electrical and Electronics Engineering at Vellore Institute of Technology. Enthusiastic team player and dedicated learner with a fertile mind. Highly interested but has minimal experience in Data Science, Finance and Marketing. Considers her communication skills and problem solving techniques as her strengths. Constantly on a lookout for opportunities to enhance her technical and interpersonal skills.",Vellore Institute of Technology,ug,group1,Arts and Design,Axis Bank,Intern,network,India,AS,Computer Science,0.9951454,0.38833508,0.45382807,-0.29700458,0.75134337,-0.12845042,-0.5150479,0.19595388,0.028538771,-0.308086,-0.34562543,-0.15667738,-0.22795308,-0.5947676
50,Civil Engineering,United Arab Emirates,False,2017.0,.,"A young and enthusiastic Civil&structural Engineering Graduate with certification in ASSOCIATE PROFFESIONAL ENGINEER (A.P.E) from ENGINEERING COUNCIL OF INDIA (ECI) . I finished my M.tech structural engineering in VIT university and currently working in  mabani steel UAE. My previous experience -KIRBY BUILDING SYSTEMS HYDERABAD (MIDDLE-EAST ASIA division) as structural engineer  and PROJECT OFFICER in IIT MADRAS under Dr. DEVADAS MENON. Acquired hands on experience in CSIR-SERC (structural engineering research centre) for 7 months as a project-internship student and in L&T ECC (B&f) as a internship student for one month. Seeking a opening as structural engineering ( offshore , onshore ) in a company where i can learn all the aspects of structural engineering and aid the company through my work.",Vellore Institute of Technology,pg,group3,Arts and Design,MABANI STEEL LLC المباني للحديد,Engineer,network,United Arab Emirates,AS,Civil Engineering,0.51126933,0.51368517,0.04505357,-0.12894581,0.75134337,-0.61622804,-0.799207,0.19595388,0.6596244,0.21950686,-0.34562543,0.51368517,-0.22795308,0.51126933
51,Education Management,"Bengaluru, Karnataka, India",True,2021.0,Graphic Designer at GooCampus Edu Solutions,,Vellore Institute of Technology,pg,group1,Arts and Design,GooCampus Edu Solutions,Designer,network,India,AS,Biotechnology,-0.28785518,0.39514416,-0.07439473,0.0068888944,0.75134337,-0.61622804,-0.5150479,0.19595388,-0.23541027,0.1428807,-0.34562543,-0.15667738,-0.22795308,0.22836168
52,Information Technology and Services,"Bhawan, Himachal Pradesh, India",False,2020.0,"Upcoming 2021 SWE Intern @JPMorgan|| PRISM Developer @Samsung||
Microsoft Learn Student Ambassador|| ","I describe myself as an enthusiastic individual with a never-ending quench for learning. I am intrigued by technology and enjoy working with new teams and always look for opportunities to expand my knowledge.
I am currently pursuing my bachelor's degree in electronics and computer engineering at the Vellore Institute of Technology Chennai.",Vellore Institute of Technology,ug,group1,Arts and Design,Microsoft Innovations Club VIT,Manager,network,India,AS,Computer Science,-0.24523748,-0.31323168,-0.3238533,0.07286777,0.7513437,-0.12845042,-0.5150479,0.19595388,0.24141303,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
53,Information Technology and Services,"Dehradun, Uttarakhand, India",False,2020.0,Event Manager and content writer at PALS VIT Chennai,"Hardworking college student bringing forth a motivated attitude and a variety of skills. Good time management skills combined with a knowledge of C/C++ and app development and design. Strong organizational abilities with proven success in managing academic projects and volunteering events. Well rounded and professional team player dedicated to continuing academic pursuits at the collegiate level.
Link to-->
Github: https://github.com/aj-spec
Codeforces: https://codeforces.com/profile/ayushij1604
Hackerearth: https://www.hackerearth.com/@ayushij1604",Vellore Institute of Technology,ug,group1,Arts and Design,"English Literary Association, VIT Chennai",Designer,network,India,AS,Computer Science,-0.24523748,-0.4322346,0.21046792,-0.2736127,0.7513437,-0.12845042,-0.5150479,0.19595388,-0.57104146,0.1428807,-0.34562543,-0.15667738,-0.22795308,-0.5947676
54,Electrical/Electronic Manufacturing,"Ahmedabad, Gujarat, India",True,2021.0,Digital Product Intern @ Axis Bank,"An energetic undergraduate pursuing Bachelor's in Electrical and Electronics Engineering at Vellore Institute of Technology. Enthusiastic team player and dedicated learner with a fertile mind. Highly interested but has minimal experience in Data Science, Finance and Marketing. Considers her communication skills and problem solving techniques as her strengths. Constantly on a lookout for opportunities to enhance her technical and interpersonal skills.",Vellore Institute of Technology,ug,group1,Arts and Design,Axis Bank,Intern,network,India,AS,Computer Science,0.9951454,0.38833508,0.45382807,-0.29700458,0.7513437,-0.12845042,-0.5150479,0.19595388,0.028538715,-0.308086,-0.34562543,-0.15667738,-0.22795308,-0.5947676
55,Civil Engineering,United Arab Emirates,False,2017.0,.,"A young and enthusiastic Civil&structural Engineering Graduate with certification in ASSOCIATE PROFFESIONAL ENGINEER (A.P.E) from ENGINEERING COUNCIL OF INDIA (ECI) . I finished my M.tech structural engineering in VIT university and currently working in  mabani steel UAE. My previous experience -KIRBY BUILDING SYSTEMS HYDERABAD (MIDDLE-EAST ASIA division) as structural engineer  and PROJECT OFFICER in IIT MADRAS under Dr. DEVADAS MENON. Acquired hands on experience in CSIR-SERC (structural engineering research centre) for 7 months as a project-internship student and in L&T ECC (B&f) as a internship student for one month. Seeking a opening as structural engineering ( offshore , onshore ) in a company where i can learn all the aspects of structural engineering and aid the company through my work.",Vellore Institute of Technology,pg,group3,Arts and Design,MABANI STEEL LLC المباني للحديد,Engineer,network,United Arab Emirates,AS,Civil Engineering,0.51126933,0.51368505,0.04505357,-0.12894581,0.7513437,-0.61622804,-0.799207,0.19595388,0.6596244,0.21950708,-0.34562543,0.51368517,-0.22795308,0.51126933
56,Education Management,"Bengaluru, Karnataka, India",True,2021.0,Graphic Designer at GooCampus Edu Solutions,,Vellore Institute of Technology,pg,group1,Arts and Design,GooCampus Edu Solutions,Designer,network,India,AS,Biotechnology,-0.28785518,0.39514416,-0.07439473,0.0068888944,0.7513437,-0.61622804,-0.5150479,0.19595388,-0.23541027,0.1428807,-0.34562543,-0.15667738,-0.22795308,0.22836168
57,Design,"Boulder, Colorado, United States",False,2018.0,Engineer II - Power Supply Design at DISH Network,"Power Supply Design Engineer at Dish Networks with a strong interest in power electronics, control systems, analog and digital design.",University of Colorado Boulder,pg,group2,Arts and Design,DISH Network,Engineer,network,United States,NA,"Electrical, Electronics and Communication Engineering",-0.08776307,-0.72902465,0.6326093,0.30701232,-0.94151115,-0.61622804,-0.5348988,0.19595388,0.48996025,0.21950708,-0.34562543,0.21777464,0.20820904,0.66143984
58,Education Management,"Chennai, Tamil Nadu, India",False,2020.0,2nd Year Student at VIT Chennai | Design team (trekking club),"Hey there..This is Shreyansh Dokania currently pursuing BTech in Computer Science and Engineering at VIT University and trying to explore and learn more in the field of software engineering of my interest.

-> Interested in :
- App Development (Cross Platform Development)
- Full Stack Development

->Projects :
- Auto suggest using tries - Data Structures and Algorithms
- Playroll Management system - Database Managemenr System
- Railway Reservation system - Web Development 
- Spotify clone - Flutter for UI with dart
- Some basic cross platform applications like basic profile app, Chat app, Calculator app using  Google flutter for UI and dart.

",VIT University (Chennai Campus),ug,group1,Arts and Design,Vellore Institute of Technology,Product Designer,network,India,AS,Computer Science,-0.28785518,0.60004115,-0.5443956,-0.28822687,0.66998506,-0.12845042,-0.5150479,0.19595388,0.7513435,0.3191018,-0.34562543,-0.15667738,-0.22795308,-0.5947676
59,Information Technology and Services,"Los Angeles, California, United States",False,2020.0,Digital Forensics Engineer at Apple,,University of Southern California,pg,group2,Arts and Design,Apple,Engineer,network,United States,NA,Computer Science,-0.24523748,0.7750747,0.31485495,0.0068888944,0.17180355,-0.61622804,-0.5348988,0.19595388,-0.24762185,0.21950686,-0.34562543,0.21777464,0.20820904,-0.5947676
60,Consumer Goods,"Tamil Nadu, India",False,2019.0,Graphics Designer at Dwear,"Experienced Specialist with a demonstrated history of working in the electrical and electronic manufacturing industry. Skilled in  Adobe suite - Illustrator, Photoshop, Xd, Arduino, Unity3D, C, C#. Strong professional with a Bachelor of Technology (BTech) focused on Electronics & Communications Engineering from the Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group2,Arts and Design,Self-employed,Product Designer,network,India,AS,"Electrical, Electronics and Communication Engineering",0.39451176,0.56172913,0.35883254,-0.026736159,0.7513437,-0.12845042,-0.5348988,0.19595388,0.16812074,0.3191018,-0.34562543,-0.15667738,-0.22795308,0.66143984
61,Industrial Automation,"Chennai, Tamil Nadu, India",False,2020.0,Student at Vellore Institute of Technology,"A passionate Engineering student, I consider myself an avid reader, googler, and coder who craves for knowledge. I'm currently exploring my particular interests in IoT (Home & Industrial Automation), Computer Vision, and Digital Electronics domain. My favorite hobby is designing innovative websites that would make our lives hassle-free.
A strong believer in the motto- ""Failures are the stepping stones to Success"".",Vellore Institute of Technology,ug,group1,Arts and Design,PathPartner Technology,Intern,network,India,AS,Computer Science,0.10958158,0.60004115,0.7517292,-0.37093323,0.7513437,-0.12845042,-0.5150479,0.19595388,0.33345333,-0.308086,-0.34562543,-0.15667738,-0.22795308,-0.5947676
